t_interval_id,t_lower,t_upper
26554,2015-07-04 09:40:00,2015-07-04 09:50:00
26555,2015-07-04 09:50:00,2015-07-04 10:00:00
26556,2015-07-04 10:00:00,2015-07-04 10:10:00
26557,2015-07-04 10:10:00,2015-07-04 10:20:00
26558,2015-07-04 10:20:00,2015-07-04 10:30:00
26559,2015-07-04 10:30:00,2015-07-04 10:40:00
26560,2015-07-04 10:40:00,2015-07-04 10:50:00
26561,2015-07-04 10:50:00,2015-07-04 11:00:00
26562,2015-07-04 11:00:00,2015-07-04 11:10:00
26563,2015-07-04 11:10:00,2015-07-04 11:20:00
26564,2015-07-04 11:20:00,2015-07-04 11:30:00
26565,2015-07-04 11:30:00,2015-07-04 11:40:00
26566,2015-07-04 11:40:00,2015-07-04 11:50:00
26567,2015-07-04 11:50:00,2015-07-04 12:00:00
26568,2015-07-04 12:00:00,2015-07-04 12:10:00
26569,2015-07-04 12:10:00,2015-07-04 12:20:00
26570,2015-07-04 12:20:00,2015-07-04 12:30:00
26571,2015-07-04 12:30:00,2015-07-04 12:40:00
26572,2015-07-04 12:40:00,2015-07-04 12:50:00
26573,2015-07-04 12:50:00,2015-07-04 13:00:00
26574,2015-07-04 13:00:00,2015-07-04 13:10:00
26575,2015-07-04 13:10:00,2015-07-04 13:20:00
26576,2015-07-04 13:20:00,2015-07-04 13:30:00
26577,2015-07-04 13:30:00,2015-07-04 13:40:00
26578,2015-07-04 13:40:00,2015-07-04 13:50:00
26579,2015-07-04 13:50:00,2015-07-04 14:00:00
26580,2015-07-04 14:00:00,2015-07-04 14:10:00
26581,2015-07-04 14:10:00,2015-07-04 14:20:00
26582,2015-07-04 14:20:00,2015-07-04 14:30:00
26583,2015-07-04 14:30:00,2015-07-04 14:40:00
26584,2015-07-04 14:40:00,2015-07-04 14:50:00
26585,2015-07-04 14:50:00,2015-07-04 15:00:00
26586,2015-07-04 15:00:00,2015-07-04 15:10:00
26587,2015-07-04 15:10:00,2015-07-04 15:20:00
26588,2015-07-04 15:20:00,2015-07-04 15:30:00
26589,2015-07-04 15:30:00,2015-07-04 15:40:00
26590,2015-07-04 15:40:00,2015-07-04 15:50:00
26591,2015-07-04 15:50:00,2015-07-04 16:00:00
26592,2015-07-04 16:00:00,2015-07-04 16:10:00
26593,2015-07-04 16:10:00,2015-07-04 16:20:00
26594,2015-07-04 16:20:00,2015-07-04 16:30:00
26595,2015-07-04 16:30:00,2015-07-04 16:40:00
26596,2015-07-04 16:40:00,2015-07-04 16:50:00
26597,2015-07-04 16:50:00,2015-07-04 17:00:00
26598,2015-07-04 17:00:00,2015-07-04 17:10:00
26599,2015-07-04 17:10:00,2015-07-04 17:20:00
26600,2015-07-04 17:20:00,2015-07-04 17:30:00
26601,2015-07-04 17:30:00,2015-07-04 17:40:00
26602,2015-07-04 17:40:00,2015-07-04 17:50:00
26603,2015-07-04 17:50:00,2015-07-04 18:00:00
26604,2015-07-04 18:00:00,2015-07-04 18:10:00
26605,2015-07-04 18:10:00,2015-07-04 18:20:00
26606,2015-07-04 18:20:00,2015-07-04 18:30:00
26607,2015-07-04 18:30:00,2015-07-04 18:40:00
26608,2015-07-04 18:40:00,2015-07-04 18:50:00
26609,2015-07-04 18:50:00,2015-07-04 19:00:00
26610,2015-07-04 19:00:00,2015-07-04 19:10:00
26611,2015-07-04 19:10:00,2015-07-04 19:20:00
26612,2015-07-04 19:20:00,2015-07-04 19:30:00
26613,2015-07-04 19:30:00,2015-07-04 19:40:00
26614,2015-07-04 19:40:00,2015-07-04 19:50:00
26615,2015-07-04 19:50:00,2015-07-04 20:00:00
26616,2015-07-04 20:00:00,2015-07-04 20:10:00
26617,2015-07-04 20:10:00,2015-07-04 20:20:00
26618,2015-07-04 20:20:00,2015-07-04 20:30:00
26619,2015-07-04 20:30:00,2015-07-04 20:40:00
26620,2015-07-04 20:40:00,2015-07-04 20:50:00
26621,2015-07-04 20:50:00,2015-07-04 21:00:00
26622,2015-07-04 21:00:00,2015-07-04 21:10:00
26623,2015-07-04 21:10:00,2015-07-04 21:20:00
26624,2015-07-04 21:20:00,2015-07-04 21:30:00
26625,2015-07-04 21:30:00,2015-07-04 21:40:00
26626,2015-07-04 21:40:00,2015-07-04 21:50:00
26627,2015-07-04 21:50:00,2015-07-04 22:00:00
26628,2015-07-04 22:00:00,2015-07-04 22:10:00
26629,2015-07-04 22:10:00,2015-07-04 22:20:00
26630,2015-07-04 22:20:00,2015-07-04 22:30:00
26631,2015-07-04 22:30:00,2015-07-04 22:40:00
26632,2015-07-04 22:40:00,2015-07-04 22:50:00
26633,2015-07-04 22:50:00,2015-07-04 23:00:00
26634,2015-07-04 23:00:00,2015-07-04 23:10:00
26635,2015-07-04 23:10:00,2015-07-04 23:20:00
26636,2015-07-04 23:20:00,2015-07-04 23:30:00
26637,2015-07-04 23:30:00,2015-07-04 23:40:00
26638,2015-07-04 23:40:00,2015-07-04 23:50:00
26639,2015-07-04 23:50:00,2015-07-05 00:00:00
26640,2015-07-05 00:00:00,2015-07-05 00:10:00
26641,2015-07-05 00:10:00,2015-07-05 00:20:00
26642,2015-07-05 00:20:00,2015-07-05 00:30:00
26643,2015-07-05 00:30:00,2015-07-05 00:40:00
26644,2015-07-05 00:40:00,2015-07-05 00:50:00
26645,2015-07-05 00:50:00,2015-07-05 01:00:00
26646,2015-07-05 01:00:00,2015-07-05 01:10:00
26647,2015-07-05 01:10:00,2015-07-05 01:20:00
26648,2015-07-05 01:20:00,2015-07-05 01:30:00
26649,2015-07-05 01:30:00,2015-07-05 01:40:00
26650,2015-07-05 01:40:00,2015-07-05 01:50:00
26651,2015-07-05 01:50:00,2015-07-05 02:00:00
26652,2015-07-05 02:00:00,2015-07-05 02:10:00
26653,2015-07-05 02:10:00,2015-07-05 02:20:00
26654,2015-07-05 02:20:00,2015-07-05 02:30:00
26655,2015-07-05 02:30:00,2015-07-05 02:40:00
26656,2015-07-05 02:40:00,2015-07-05 02:50:00
26657,2015-07-05 02:50:00,2015-07-05 03:00:00
26658,2015-07-05 03:00:00,2015-07-05 03:10:00
26659,2015-07-05 03:10:00,2015-07-05 03:20:00
26660,2015-07-05 03:20:00,2015-07-05 03:30:00
26661,2015-07-05 03:30:00,2015-07-05 03:40:00
26662,2015-07-05 03:40:00,2015-07-05 03:50:00
26663,2015-07-05 03:50:00,2015-07-05 04:00:00
26664,2015-07-05 04:00:00,2015-07-05 04:10:00
26665,2015-07-05 04:10:00,2015-07-05 04:20:00
26666,2015-07-05 04:20:00,2015-07-05 04:30:00
26667,2015-07-05 04:30:00,2015-07-05 04:40:00
26668,2015-07-05 04:40:00,2015-07-05 04:50:00
26669,2015-07-05 04:50:00,2015-07-05 05:00:00
26670,2015-07-05 05:00:00,2015-07-05 05:10:00
26671,2015-07-05 05:10:00,2015-07-05 05:20:00
26672,2015-07-05 05:20:00,2015-07-05 05:30:00
26673,2015-07-05 05:30:00,2015-07-05 05:40:00
26674,2015-07-05 05:40:00,2015-07-05 05:50:00
26675,2015-07-05 05:50:00,2015-07-05 06:00:00
26676,2015-07-05 06:00:00,2015-07-05 06:10:00
26677,2015-07-05 06:10:00,2015-07-05 06:20:00
26678,2015-07-05 06:20:00,2015-07-05 06:30:00
26679,2015-07-05 06:30:00,2015-07-05 06:40:00
26680,2015-07-05 06:40:00,2015-07-05 06:50:00
26681,2015-07-05 06:50:00,2015-07-05 07:00:00
26682,2015-07-05 07:00:00,2015-07-05 07:10:00
26683,2015-07-05 07:10:00,2015-07-05 07:20:00
26684,2015-07-05 07:20:00,2015-07-05 07:30:00
26685,2015-07-05 07:30:00,2015-07-05 07:40:00
26686,2015-07-05 07:40:00,2015-07-05 07:50:00
26687,2015-07-05 07:50:00,2015-07-05 08:00:00
26688,2015-07-05 08:00:00,2015-07-05 08:10:00
26689,2015-07-05 08:10:00,2015-07-05 08:20:00
26690,2015-07-05 08:20:00,2015-07-05 08:30:00
26691,2015-07-05 08:30:00,2015-07-05 08:40:00
26692,2015-07-05 08:40:00,2015-07-05 08:50:00
26693,2015-07-05 08:50:00,2015-07-05 09:00:00
26694,2015-07-05 09:00:00,2015-07-05 09:10:00
26695,2015-07-05 09:10:00,2015-07-05 09:20:00
26696,2015-07-05 09:20:00,2015-07-05 09:30:00
26697,2015-07-05 09:30:00,2015-07-05 09:40:00
26698,2015-07-05 09:40:00,2015-07-05 09:50:00
26699,2015-07-05 09:50:00,2015-07-05 10:00:00
26700,2015-07-05 10:00:00,2015-07-05 10:10:00
26701,2015-07-05 10:10:00,2015-07-05 10:20:00
26702,2015-07-05 10:20:00,2015-07-05 10:30:00
26703,2015-07-05 10:30:00,2015-07-05 10:40:00
26704,2015-07-05 10:40:00,2015-07-05 10:50:00
26705,2015-07-05 10:50:00,2015-07-05 11:00:00
26706,2015-07-05 11:00:00,2015-07-05 11:10:00
26707,2015-07-05 11:10:00,2015-07-05 11:20:00
26708,2015-07-05 11:20:00,2015-07-05 11:30:00
26709,2015-07-05 11:30:00,2015-07-05 11:40:00
26710,2015-07-05 11:40:00,2015-07-05 11:50:00
26711,2015-07-05 11:50:00,2015-07-05 12:00:00
26712,2015-07-05 12:00:00,2015-07-05 12:10:00
26713,2015-07-05 12:10:00,2015-07-05 12:20:00
26714,2015-07-05 12:20:00,2015-07-05 12:30:00
26715,2015-07-05 12:30:00,2015-07-05 12:40:00
26716,2015-07-05 12:40:00,2015-07-05 12:50:00
26717,2015-07-05 12:50:00,2015-07-05 13:00:00
26718,2015-07-05 13:00:00,2015-07-05 13:10:00
26719,2015-07-05 13:10:00,2015-07-05 13:20:00
26720,2015-07-05 13:20:00,2015-07-05 13:30:00
26721,2015-07-05 13:30:00,2015-07-05 13:40:00
26722,2015-07-05 13:40:00,2015-07-05 13:50:00
26723,2015-07-05 13:50:00,2015-07-05 14:00:00
26724,2015-07-05 14:00:00,2015-07-05 14:10:00
26725,2015-07-05 14:10:00,2015-07-05 14:20:00
26726,2015-07-05 14:20:00,2015-07-05 14:30:00
26727,2015-07-05 14:30:00,2015-07-05 14:40:00
26728,2015-07-05 14:40:00,2015-07-05 14:50:00
26729,2015-07-05 14:50:00,2015-07-05 15:00:00
26730,2015-07-05 15:00:00,2015-07-05 15:10:00
26731,2015-07-05 15:10:00,2015-07-05 15:20:00
26732,2015-07-05 15:20:00,2015-07-05 15:30:00
26733,2015-07-05 15:30:00,2015-07-05 15:40:00
26734,2015-07-05 15:40:00,2015-07-05 15:50:00
26735,2015-07-05 15:50:00,2015-07-05 16:00:00
26736,2015-07-05 16:00:00,2015-07-05 16:10:00
26737,2015-07-05 16:10:00,2015-07-05 16:20:00
26738,2015-07-05 16:20:00,2015-07-05 16:30:00
26739,2015-07-05 16:30:00,2015-07-05 16:40:00
26740,2015-07-05 16:40:00,2015-07-05 16:50:00
26741,2015-07-05 16:50:00,2015-07-05 17:00:00
26742,2015-07-05 17:00:00,2015-07-05 17:10:00
26743,2015-07-05 17:10:00,2015-07-05 17:20:00
26744,2015-07-05 17:20:00,2015-07-05 17:30:00
26745,2015-07-05 17:30:00,2015-07-05 17:40:00
26746,2015-07-05 17:40:00,2015-07-05 17:50:00
26747,2015-07-05 17:50:00,2015-07-05 18:00:00
26748,2015-07-05 18:00:00,2015-07-05 18:10:00
26749,2015-07-05 18:10:00,2015-07-05 18:20:00
26750,2015-07-05 18:20:00,2015-07-05 18:30:00
26751,2015-07-05 18:30:00,2015-07-05 18:40:00
26752,2015-07-05 18:40:00,2015-07-05 18:50:00
26753,2015-07-05 18:50:00,2015-07-05 19:00:00
26754,2015-07-05 19:00:00,2015-07-05 19:10:00
26755,2015-07-05 19:10:00,2015-07-05 19:20:00
26756,2015-07-05 19:20:00,2015-07-05 19:30:00
26757,2015-07-05 19:30:00,2015-07-05 19:40:00
26758,2015-07-05 19:40:00,2015-07-05 19:50:00
26759,2015-07-05 19:50:00,2015-07-05 20:00:00
26760,2015-07-05 20:00:00,2015-07-05 20:10:00
26761,2015-07-05 20:10:00,2015-07-05 20:20:00
26762,2015-07-05 20:20:00,2015-07-05 20:30:00
26763,2015-07-05 20:30:00,2015-07-05 20:40:00
26764,2015-07-05 20:40:00,2015-07-05 20:50:00
26765,2015-07-05 20:50:00,2015-07-05 21:00:00
26766,2015-07-05 21:00:00,2015-07-05 21:10:00
26767,2015-07-05 21:10:00,2015-07-05 21:20:00
26768,2015-07-05 21:20:00,2015-07-05 21:30:00
26769,2015-07-05 21:30:00,2015-07-05 21:40:00
26770,2015-07-05 21:40:00,2015-07-05 21:50:00
26771,2015-07-05 21:50:00,2015-07-05 22:00:00
26772,2015-07-05 22:00:00,2015-07-05 22:10:00
26773,2015-07-05 22:10:00,2015-07-05 22:20:00
26774,2015-07-05 22:20:00,2015-07-05 22:30:00
26775,2015-07-05 22:30:00,2015-07-05 22:40:00
26776,2015-07-05 22:40:00,2015-07-05 22:50:00
26777,2015-07-05 22:50:00,2015-07-05 23:00:00
26778,2015-07-05 23:00:00,2015-07-05 23:10:00
26779,2015-07-05 23:10:00,2015-07-05 23:20:00
26780,2015-07-05 23:20:00,2015-07-05 23:30:00
26781,2015-07-05 23:30:00,2015-07-05 23:40:00
26782,2015-07-05 23:40:00,2015-07-05 23:50:00
26783,2015-07-05 23:50:00,2015-07-06 00:00:00
26784,2015-07-06 00:00:00,2015-07-06 00:10:00
26785,2015-07-06 00:10:00,2015-07-06 00:20:00
26786,2015-07-06 00:20:00,2015-07-06 00:30:00
26787,2015-07-06 00:30:00,2015-07-06 00:40:00
26788,2015-07-06 00:40:00,2015-07-06 00:50:00
26789,2015-07-06 00:50:00,2015-07-06 01:00:00
26790,2015-07-06 01:00:00,2015-07-06 01:10:00
26791,2015-07-06 01:10:00,2015-07-06 01:20:00
26792,2015-07-06 01:20:00,2015-07-06 01:30:00
26793,2015-07-06 01:30:00,2015-07-06 01:40:00
26794,2015-07-06 01:40:00,2015-07-06 01:50:00
26795,2015-07-06 01:50:00,2015-07-06 02:00:00
26796,2015-07-06 02:00:00,2015-07-06 02:10:00
26797,2015-07-06 02:10:00,2015-07-06 02:20:00
26798,2015-07-06 02:20:00,2015-07-06 02:30:00
26799,2015-07-06 02:30:00,2015-07-06 02:40:00
26800,2015-07-06 02:40:00,2015-07-06 02:50:00
26801,2015-07-06 02:50:00,2015-07-06 03:00:00
26802,2015-07-06 03:00:00,2015-07-06 03:10:00
26803,2015-07-06 03:10:00,2015-07-06 03:20:00
26804,2015-07-06 03:20:00,2015-07-06 03:30:00
26805,2015-07-06 03:30:00,2015-07-06 03:40:00
26806,2015-07-06 03:40:00,2015-07-06 03:50:00
26807,2015-07-06 03:50:00,2015-07-06 04:00:00
26808,2015-07-06 04:00:00,2015-07-06 04:10:00
26809,2015-07-06 04:10:00,2015-07-06 04:20:00
26810,2015-07-06 04:20:00,2015-07-06 04:30:00
26811,2015-07-06 04:30:00,2015-07-06 04:40:00
26812,2015-07-06 04:40:00,2015-07-06 04:50:00
26813,2015-07-06 04:50:00,2015-07-06 05:00:00
26814,2015-07-06 05:00:00,2015-07-06 05:10:00
26815,2015-07-06 05:10:00,2015-07-06 05:20:00
26816,2015-07-06 05:20:00,2015-07-06 05:30:00
26817,2015-07-06 05:30:00,2015-07-06 05:40:00
26818,2015-07-06 05:40:00,2015-07-06 05:50:00
26819,2015-07-06 05:50:00,2015-07-06 06:00:00
26820,2015-07-06 06:00:00,2015-07-06 06:10:00
26821,2015-07-06 06:10:00,2015-07-06 06:20:00
26822,2015-07-06 06:20:00,2015-07-06 06:30:00
26823,2015-07-06 06:30:00,2015-07-06 06:40:00
26824,2015-07-06 06:40:00,2015-07-06 06:50:00
26825,2015-07-06 06:50:00,2015-07-06 07:00:00
26826,2015-07-06 07:00:00,2015-07-06 07:10:00
26827,2015-07-06 07:10:00,2015-07-06 07:20:00
26828,2015-07-06 07:20:00,2015-07-06 07:30:00
26829,2015-07-06 07:30:00,2015-07-06 07:40:00
26830,2015-07-06 07:40:00,2015-07-06 07:50:00
26831,2015-07-06 07:50:00,2015-07-06 08:00:00
26832,2015-07-06 08:00:00,2015-07-06 08:10:00
26833,2015-07-06 08:10:00,2015-07-06 08:20:00
26834,2015-07-06 08:20:00,2015-07-06 08:30:00
26835,2015-07-06 08:30:00,2015-07-06 08:40:00
26836,2015-07-06 08:40:00,2015-07-06 08:50:00
26837,2015-07-06 08:50:00,2015-07-06 09:00:00
26838,2015-07-06 09:00:00,2015-07-06 09:10:00
26839,2015-07-06 09:10:00,2015-07-06 09:20:00
26840,2015-07-06 09:20:00,2015-07-06 09:30:00
26841,2015-07-06 09:30:00,2015-07-06 09:40:00
26842,2015-07-06 09:40:00,2015-07-06 09:50:00
26843,2015-07-06 09:50:00,2015-07-06 10:00:00
26844,2015-07-06 10:00:00,2015-07-06 10:10:00
26845,2015-07-06 10:10:00,2015-07-06 10:20:00
26846,2015-07-06 10:20:00,2015-07-06 10:30:00
26847,2015-07-06 10:30:00,2015-07-06 10:40:00
26848,2015-07-06 10:40:00,2015-07-06 10:50:00
26849,2015-07-06 10:50:00,2015-07-06 11:00:00
26850,2015-07-06 11:00:00,2015-07-06 11:10:00
26851,2015-07-06 11:10:00,2015-07-06 11:20:00
26852,2015-07-06 11:20:00,2015-07-06 11:30:00
26853,2015-07-06 11:30:00,2015-07-06 11:40:00
26854,2015-07-06 11:40:00,2015-07-06 11:50:00
26855,2015-07-06 11:50:00,2015-07-06 12:00:00
26856,2015-07-06 12:00:00,2015-07-06 12:10:00
26857,2015-07-06 12:10:00,2015-07-06 12:20:00
26858,2015-07-06 12:20:00,2015-07-06 12:30:00
26859,2015-07-06 12:30:00,2015-07-06 12:40:00
26860,2015-07-06 12:40:00,2015-07-06 12:50:00
26861,2015-07-06 12:50:00,2015-07-06 13:00:00
26862,2015-07-06 13:00:00,2015-07-06 13:10:00
26863,2015-07-06 13:10:00,2015-07-06 13:20:00
26864,2015-07-06 13:20:00,2015-07-06 13:30:00
26865,2015-07-06 13:30:00,2015-07-06 13:40:00
26866,2015-07-06 13:40:00,2015-07-06 13:50:00
26867,2015-07-06 13:50:00,2015-07-06 14:00:00
26868,2015-07-06 14:00:00,2015-07-06 14:10:00
26869,2015-07-06 14:10:00,2015-07-06 14:20:00
26870,2015-07-06 14:20:00,2015-07-06 14:30:00
26871,2015-07-06 14:30:00,2015-07-06 14:40:00
26872,2015-07-06 14:40:00,2015-07-06 14:50:00
26873,2015-07-06 14:50:00,2015-07-06 15:00:00
26874,2015-07-06 15:00:00,2015-07-06 15:10:00
26875,2015-07-06 15:10:00,2015-07-06 15:20:00
26876,2015-07-06 15:20:00,2015-07-06 15:30:00
26877,2015-07-06 15:30:00,2015-07-06 15:40:00
26878,2015-07-06 15:40:00,2015-07-06 15:50:00
26879,2015-07-06 15:50:00,2015-07-06 16:00:00
26880,2015-07-06 16:00:00,2015-07-06 16:10:00
26881,2015-07-06 16:10:00,2015-07-06 16:20:00
26882,2015-07-06 16:20:00,2015-07-06 16:30:00
26883,2015-07-06 16:30:00,2015-07-06 16:40:00
26884,2015-07-06 16:40:00,2015-07-06 16:50:00
26885,2015-07-06 16:50:00,2015-07-06 17:00:00
26886,2015-07-06 17:00:00,2015-07-06 17:10:00
26887,2015-07-06 17:10:00,2015-07-06 17:20:00
26888,2015-07-06 17:20:00,2015-07-06 17:30:00
26889,2015-07-06 17:30:00,2015-07-06 17:40:00
26890,2015-07-06 17:40:00,2015-07-06 17:50:00
26891,2015-07-06 17:50:00,2015-07-06 18:00:00
26892,2015-07-06 18:00:00,2015-07-06 18:10:00
26893,2015-07-06 18:10:00,2015-07-06 18:20:00
26894,2015-07-06 18:20:00,2015-07-06 18:30:00
26895,2015-07-06 18:30:00,2015-07-06 18:40:00
26896,2015-07-06 18:40:00,2015-07-06 18:50:00
26897,2015-07-06 18:50:00,2015-07-06 19:00:00
26898,2015-07-06 19:00:00,2015-07-06 19:10:00
26899,2015-07-06 19:10:00,2015-07-06 19:20:00
26900,2015-07-06 19:20:00,2015-07-06 19:30:00
26901,2015-07-06 19:30:00,2015-07-06 19:40:00
26902,2015-07-06 19:40:00,2015-07-06 19:50:00
26903,2015-07-06 19:50:00,2015-07-06 20:00:00
26904,2015-07-06 20:00:00,2015-07-06 20:10:00
26905,2015-07-06 20:10:00,2015-07-06 20:20:00
26906,2015-07-06 20:20:00,2015-07-06 20:30:00
26907,2015-07-06 20:30:00,2015-07-06 20:40:00
26908,2015-07-06 20:40:00,2015-07-06 20:50:00
26909,2015-07-06 20:50:00,2015-07-06 21:00:00
26910,2015-07-06 21:00:00,2015-07-06 21:10:00
26911,2015-07-06 21:10:00,2015-07-06 21:20:00
26912,2015-07-06 21:20:00,2015-07-06 21:30:00
26913,2015-07-06 21:30:00,2015-07-06 21:40:00
26914,2015-07-06 21:40:00,2015-07-06 21:50:00
26915,2015-07-06 21:50:00,2015-07-06 22:00:00
26916,2015-07-06 22:00:00,2015-07-06 22:10:00
26917,2015-07-06 22:10:00,2015-07-06 22:20:00
26918,2015-07-06 22:20:00,2015-07-06 22:30:00
26919,2015-07-06 22:30:00,2015-07-06 22:40:00
26920,2015-07-06 22:40:00,2015-07-06 22:50:00
26921,2015-07-06 22:50:00,2015-07-06 23:00:00
26922,2015-07-06 23:00:00,2015-07-06 23:10:00
26923,2015-07-06 23:10:00,2015-07-06 23:20:00
26924,2015-07-06 23:20:00,2015-07-06 23:30:00
26925,2015-07-06 23:30:00,2015-07-06 23:40:00
26926,2015-07-06 23:40:00,2015-07-06 23:50:00
26927,2015-07-06 23:50:00,2015-07-07 00:00:00
26928,2015-07-07 00:00:00,2015-07-07 00:10:00
26929,2015-07-07 00:10:00,2015-07-07 00:20:00
26930,2015-07-07 00:20:00,2015-07-07 00:30:00
26931,2015-07-07 00:30:00,2015-07-07 00:40:00
26932,2015-07-07 00:40:00,2015-07-07 00:50:00
26933,2015-07-07 00:50:00,2015-07-07 01:00:00
26934,2015-07-07 01:00:00,2015-07-07 01:10:00
26935,2015-07-07 01:10:00,2015-07-07 01:20:00
26936,2015-07-07 01:20:00,2015-07-07 01:30:00
26937,2015-07-07 01:30:00,2015-07-07 01:40:00
26938,2015-07-07 01:40:00,2015-07-07 01:50:00
26939,2015-07-07 01:50:00,2015-07-07 02:00:00
26940,2015-07-07 02:00:00,2015-07-07 02:10:00
26941,2015-07-07 02:10:00,2015-07-07 02:20:00
26942,2015-07-07 02:20:00,2015-07-07 02:30:00
26943,2015-07-07 02:30:00,2015-07-07 02:40:00
26944,2015-07-07 02:40:00,2015-07-07 02:50:00
26945,2015-07-07 02:50:00,2015-07-07 03:00:00
26946,2015-07-07 03:00:00,2015-07-07 03:10:00
26947,2015-07-07 03:10:00,2015-07-07 03:20:00
26948,2015-07-07 03:20:00,2015-07-07 03:30:00
26949,2015-07-07 03:30:00,2015-07-07 03:40:00
26950,2015-07-07 03:40:00,2015-07-07 03:50:00
26951,2015-07-07 03:50:00,2015-07-07 04:00:00
26952,2015-07-07 04:00:00,2015-07-07 04:10:00
26953,2015-07-07 04:10:00,2015-07-07 04:20:00
26954,2015-07-07 04:20:00,2015-07-07 04:30:00
26955,2015-07-07 04:30:00,2015-07-07 04:40:00
26956,2015-07-07 04:40:00,2015-07-07 04:50:00
26957,2015-07-07 04:50:00,2015-07-07 05:00:00
26958,2015-07-07 05:00:00,2015-07-07 05:10:00
26959,2015-07-07 05:10:00,2015-07-07 05:20:00
26960,2015-07-07 05:20:00,2015-07-07 05:30:00
26961,2015-07-07 05:30:00,2015-07-07 05:40:00
26962,2015-07-07 05:40:00,2015-07-07 05:50:00
26963,2015-07-07 05:50:00,2015-07-07 06:00:00
26964,2015-07-07 06:00:00,2015-07-07 06:10:00
26965,2015-07-07 06:10:00,2015-07-07 06:20:00
26966,2015-07-07 06:20:00,2015-07-07 06:30:00
26967,2015-07-07 06:30:00,2015-07-07 06:40:00
26968,2015-07-07 06:40:00,2015-07-07 06:50:00
26969,2015-07-07 06:50:00,2015-07-07 07:00:00
26970,2015-07-07 07:00:00,2015-07-07 07:10:00
26971,2015-07-07 07:10:00,2015-07-07 07:20:00
26972,2015-07-07 07:20:00,2015-07-07 07:30:00
26973,2015-07-07 07:30:00,2015-07-07 07:40:00
26974,2015-07-07 07:40:00,2015-07-07 07:50:00
26975,2015-07-07 07:50:00,2015-07-07 08:00:00
26976,2015-07-07 08:00:00,2015-07-07 08:10:00
26977,2015-07-07 08:10:00,2015-07-07 08:20:00
26978,2015-07-07 08:20:00,2015-07-07 08:30:00
26979,2015-07-07 08:30:00,2015-07-07 08:40:00
26980,2015-07-07 08:40:00,2015-07-07 08:50:00
26981,2015-07-07 08:50:00,2015-07-07 09:00:00
26982,2015-07-07 09:00:00,2015-07-07 09:10:00
26983,2015-07-07 09:10:00,2015-07-07 09:20:00
26984,2015-07-07 09:20:00,2015-07-07 09:30:00
26985,2015-07-07 09:30:00,2015-07-07 09:40:00
26986,2015-07-07 09:40:00,2015-07-07 09:50:00
26987,2015-07-07 09:50:00,2015-07-07 10:00:00
26988,2015-07-07 10:00:00,2015-07-07 10:10:00
26989,2015-07-07 10:10:00,2015-07-07 10:20:00
26990,2015-07-07 10:20:00,2015-07-07 10:30:00
26991,2015-07-07 10:30:00,2015-07-07 10:40:00
26992,2015-07-07 10:40:00,2015-07-07 10:50:00
26993,2015-07-07 10:50:00,2015-07-07 11:00:00
26994,2015-07-07 11:00:00,2015-07-07 11:10:00
26995,2015-07-07 11:10:00,2015-07-07 11:20:00
26996,2015-07-07 11:20:00,2015-07-07 11:30:00
26997,2015-07-07 11:30:00,2015-07-07 11:40:00
26998,2015-07-07 11:40:00,2015-07-07 11:50:00
26999,2015-07-07 11:50:00,2015-07-07 12:00:00
27000,2015-07-07 12:00:00,2015-07-07 12:10:00
27001,2015-07-07 12:10:00,2015-07-07 12:20:00
27002,2015-07-07 12:20:00,2015-07-07 12:30:00
27003,2015-07-07 12:30:00,2015-07-07 12:40:00
27004,2015-07-07 12:40:00,2015-07-07 12:50:00
27005,2015-07-07 12:50:00,2015-07-07 13:00:00
27006,2015-07-07 13:00:00,2015-07-07 13:10:00
27007,2015-07-07 13:10:00,2015-07-07 13:20:00
27008,2015-07-07 13:20:00,2015-07-07 13:30:00
27009,2015-07-07 13:30:00,2015-07-07 13:40:00
27010,2015-07-07 13:40:00,2015-07-07 13:50:00
27011,2015-07-07 13:50:00,2015-07-07 14:00:00
27012,2015-07-07 14:00:00,2015-07-07 14:10:00
27013,2015-07-07 14:10:00,2015-07-07 14:20:00
27014,2015-07-07 14:20:00,2015-07-07 14:30:00
27015,2015-07-07 14:30:00,2015-07-07 14:40:00
27016,2015-07-07 14:40:00,2015-07-07 14:50:00
27017,2015-07-07 14:50:00,2015-07-07 15:00:00
27018,2015-07-07 15:00:00,2015-07-07 15:10:00
27019,2015-07-07 15:10:00,2015-07-07 15:20:00
27020,2015-07-07 15:20:00,2015-07-07 15:30:00
27021,2015-07-07 15:30:00,2015-07-07 15:40:00
27022,2015-07-07 15:40:00,2015-07-07 15:50:00
27023,2015-07-07 15:50:00,2015-07-07 16:00:00
27024,2015-07-07 16:00:00,2015-07-07 16:10:00
27025,2015-07-07 16:10:00,2015-07-07 16:20:00
27026,2015-07-07 16:20:00,2015-07-07 16:30:00
27027,2015-07-07 16:30:00,2015-07-07 16:40:00
27028,2015-07-07 16:40:00,2015-07-07 16:50:00
27029,2015-07-07 16:50:00,2015-07-07 17:00:00
27030,2015-07-07 17:00:00,2015-07-07 17:10:00
27031,2015-07-07 17:10:00,2015-07-07 17:20:00
27032,2015-07-07 17:20:00,2015-07-07 17:30:00
27033,2015-07-07 17:30:00,2015-07-07 17:40:00
27034,2015-07-07 17:40:00,2015-07-07 17:50:00
27035,2015-07-07 17:50:00,2015-07-07 18:00:00
